,s0_diff,s1_diff,s2_diff
608,-17.0,-14.400000000000006,-12.399999999999977
609,-13.0,-14.399999999999977,-13.0
610,-14.0,-14.0,-13.600000000000023
611,-13.0,-12.799999999999997,-14.399999999999977
612,-13.0,-12.0,-14.400000000000006
613,-11.0,-10.799999999999997,-14.0
614,-9.0,-9.199999999999989,-12.800000000000011
615,-8.0,-6.400000000000006,-12.0
616,-5.0,-3.5999999999999943,-10.799999999999997
617,1.0,-1.0,-9.200000000000003
618,3.0,1.5999999999999943,-6.3999999999999915
619,4.0,4.199999999999989,-3.6000000000000085
620,5.0,6.800000000000011,-1.0
621,8.0,7.999999999999986,1.6000000000000085
622,14.0,8.200000000000003,4.200000000000003
623,9.0,8.199999999999989,6.799999999999997
624,5.0,7.800000000000011,8.0
625,5.0,6.0,8.200000000000003
626,6.0,5.599999999999994,8.199999999999989
627,5.0,6.200000000000017,7.800000000000011
628,7.0,6.599999999999994,6.0
629,8.0,7.0,5.599999999999994
630,7.0,7.599999999999994,6.199999999999989
631,8.0,7.399999999999977,6.600000000000023
632,8.0,6.800000000000011,7.0
633,6.0,6.0,7.599999999999994
634,5.0,4.399999999999977,7.400000000000006
635,3.0,3.200000000000017,6.799999999999983
636,0.0,3.200000000000017,6.0
637,2.0,4.0,4.400000000000006
638,6.0,4.599999999999994,3.1999999999999886
639,9.0,6.0,3.200000000000017
640,6.0,6.799999999999983,4.0
641,7.0,7.0,4.599999999999994
642,6.0,6.399999999999977,6.0
643,7.0,6.0,6.800000000000011
644,6.0,5.200000000000017,7.0
645,4.0,5.200000000000017,6.399999999999977
646,3.0,4.599999999999966,6.0
647,6.0,4.200000000000017,5.200000000000017
648,4.0,4.0,5.199999999999989
649,4.0,4.200000000000017,4.599999999999994
650,3.0,4.199999999999989,4.200000000000017
651,4.0,4.800000000000011,4.0
652,6.0,8.399999999999977,4.199999999999989
653,7.0,9.800000000000011,4.200000000000017
654,22.0,10.799999999999955,4.800000000000011
655,10.0,11.000000000000057,8.399999999999977
656,9.0,10.399999999999977,9.800000000000011
657,7.0,4.199999999999989,10.800000000000011
658,4.0,0.0,11.0
659,-9.0,-7.199999999999989,10.399999999999977
660,-11.0,-12.399999999999977,4.199999999999989
661,-27.0,-17.19999999999999,0.0
662,-19.0,-19.200000000000045,-7.199999999999989
663,-20.0,-20.399999999999977,-12.399999999999977
664,-19.0,-18.19999999999999,-17.200000000000045
665,-17.0,-17.19999999999999,-19.19999999999999
666,-16.0,-15.600000000000023,-20.399999999999977
667,-14.0,-14.599999999999994,-18.200000000000017
668,-12.0,-13.599999999999994,-17.19999999999999
669,-14.0,-12.400000000000006,-15.599999999999994
670,-12.0,-11.399999999999977,-14.600000000000023
671,-10.0,-10.800000000000011,-13.599999999999994
672,-9.0,-8.800000000000011,-12.400000000000006
673,-9.0,-7.199999999999989,-11.399999999999977
674,-4.0,-5.799999999999983,-10.800000000000011
675,-4.0,-5.0,-8.799999999999997
676,-3.0,-4.400000000000006,-7.200000000000003
677,-5.0,-4.799999999999997,-5.799999999999997
678,-6.0,-5.0,-5.0
679,-6.0,-4.799999999999997,-4.400000000000006
680,-5.0,-4.0,-4.799999999999997
681,-2.0,-3.200000000000003,-5.0
682,-1.0,-2.3999999999999915,-4.799999999999997
683,-2.0,-2.0,-4.0
684,-2.0,-1.8000000000000114,-3.200000000000003
685,-3.0,-1.3999999999999915,-2.4000000000000057
686,-1.0,-0.7999999999999972,-2.0
687,1.0,-0.6000000000000085,-1.7999999999999972
688,1.0,-0.20000000000000284,-1.3999999999999915
689,-1.0,0.0,-0.8000000000000114
690,-1.0,0.20000000000000284,-0.5999999999999943
691,0.0,0.7999999999999972,-0.20000000000000284
692,2.0,2.0,0.0
693,4.0,3.4000000000000057,0.20000000000000284
694,5.0,4.199999999999989,0.7999999999999972
695,6.0,4.800000000000011,2.0
696,4.0,4.799999999999997,3.4000000000000057
697,5.0,4.3999999999999915,4.200000000000003
698,4.0,3.4000000000000057,4.799999999999997
699,3.0,3.1999999999999886,4.799999999999997
700,1.0,3.000000000000014,4.400000000000006
701,3.0,3.200000000000003,3.3999999999999915
702,4.0,3.5999999999999943,3.200000000000003
703,5.0,4.0,3.0
704,5.0,4.199999999999989,3.200000000000003
705,3.0,4.400000000000006,3.5999999999999943
706,4.0,3.799999999999997,4.0
707,5.0,3.6000000000000085,4.200000000000003
708,2.0,3.9999999999999716,4.400000000000006
709,4.0,3.6000000000000227,3.799999999999997
710,5.0,3.0,3.5999999999999943
711,2.0,2.8000000000000114,4.000000000000014
712,2.0,2.0,3.5999999999999943
713,1.0,1.599999999999966,3.0
714,0.0,2.0000000000000284,2.799999999999983
715,3.0,2.3999999999999773,2.0
716,4.0,2.8000000000000114,1.6000000000000227
717,4.0,3.1999999999999886,2.0
718,3.0,3.200000000000017,2.3999999999999773
719,2.0,2.5999999999999943,2.8000000000000114
720,3.0,2.0000000000000284,3.1999999999999886
721,1.0,1.7999999999999545,3.200000000000017
722,1.0,2.200000000000017,2.5999999999999943
723,2.0,2.4000000000000057,2.0
724,4.0,1.8000000000000114,1.8000000000000114
725,4.0,1.0,2.1999999999999886
726,-2.0,0.39999999999997726,2.4000000000000057
727,-3.0,-0.19999999999998863,1.799999999999983
728,-1.0,-0.4000000000000341,1.0
729,1.0,1.2000000000000455,0.4000000000000057
730,3.0,2.8000000000000114,-0.19999999999998863
731,6.0,4.19999999999996,-0.4000000000000057
732,5.0,5.599999999999994,1.1999999999999886
733,6.0,6.800000000000011,2.8000000000000114
734,8.0,5.199999999999989,4.199999999999989
735,9.0,3.8000000000000114,5.600000000000023
736,-2.0,2.8000000000000114,6.799999999999983
737,-2.0,1.5999999999999943,5.200000000000017
738,1.0,0.5999999999999943,3.799999999999983
739,2.0,1.8000000000000114,2.8000000000000114
740,4.0,3.3999999999999773,1.5999999999999943
741,4.0,4.399999999999977,0.5999999999999943
742,6.0,4.800000000000011,1.8000000000000114
743,6.0,4.800000000000011,3.4000000000000057
744,4.0,4.199999999999989,4.399999999999977
745,4.0,3.3999999999999773,4.800000000000011
746,1.0,2.80000000000004,4.800000000000011
747,2.0,2.4000000000000057,4.199999999999989
748,3.0,1.799999999999983,3.4000000000000057
749,2.0,1.5999999999999943,2.799999999999983
750,1.0,0.8000000000000114,2.4000000000000057
751,0.0,0.0,1.8000000000000114
752,-2.0,-1.0,1.5999999999999943
753,-1.0,-1.1999999999999886,0.8000000000000114
754,-3.0,-1.1999999999999886,0.0
755,0.0,-1.0000000000000284,-1.0
756,0.0,-1.200000000000017,-1.200000000000017
757,-1.0,-0.9999999999999716,-1.1999999999999886
758,-2.0,-1.4000000000000057,-1.0
759,-2.0,-2.0,-1.200000000000017
760,-2.0,-1.8000000000000114,-1.0
761,-3.0,-1.599999999999966,-1.3999999999999773
762,0.0,-0.8000000000000114,-2.0
763,-1.0,-0.19999999999998863,-1.8000000000000114
764,2.0,0.5999999999999659,-1.5999999999999943
765,1.0,1.1999999999999886,-0.8000000000000114
766,1.0,2.400000000000034,-0.19999999999998863
767,3.0,2.8000000000000114,0.5999999999999943
768,5.0,3.1999999999999886,1.1999999999999886
769,4.0,3.3999999999999773,2.4000000000000057
770,3.0,3.0,2.8000000000000114
771,2.0,1.6000000000000227,3.1999999999999886
772,1.0,0.5999999999999659,3.4000000000000057
773,-2.0,0.4000000000000341,3.0
774,-1.0,0.39999999999997726,1.5999999999999943
775,2.0,0.20000000000001705,0.5999999999999943
776,2.0,0.39999999999997726,0.4000000000000057
777,0.0,0.19999999999998863,0.4000000000000057
778,-1.0,2.842170943040401e-14,0.19999999999998863
779,-2.0,0.0,0.4000000000000057
780,1.0,0.0,0.20000000000001705
781,2.0,0.4000000000000057,0.0
782,0.0,0.19999999999998863,0.0
783,1.0,-0.19999999999998863,0.0
784,-3.0,-0.5999999999999943,0.39999999999997726
785,-1.0,0.0,0.20000000000001705
786,0.0,-1.0,-0.20000000000001705
787,3.0,-0.8000000000000114,-0.5999999999999943
788,-4.0,0.19999999999998863,0.0
789,-2.0,1.0,-1.0
790,4.0,0.5999999999999943,-0.799999999999983
791,4.0,2.200000000000017,0.19999999999998863
792,1.0,3.5999999999999943,1.0
793,4.0,2.799999999999983,0.5999999999999943
794,5.0,2.3999999999999773,2.200000000000017
795,0.0,2.6000000000000227,3.5999999999999943
796,2.0,2.400000000000034,2.799999999999983
797,2.0,1.400000000000034,2.400000000000034
798,3.0,1.3999999999999773,2.599999999999966
799,0.0,1.1999999999999886,2.400000000000034
800,0.0,0.8000000000000114,1.3999999999999773
801,1.0,-0.20000000000004547,1.3999999999999773
802,0.0,-0.7999999999999545,1.2000000000000455
803,-2.0,-0.6000000000000227,0.7999999999999545
804,-3.0,-1.2000000000000455,-0.19999999999998863
805,1.0,-1.3999999999999773,-0.8000000000000114
806,-2.0,-2.0,-0.5999999999999659
807,-1.0,-3.7999999999999545,-1.1999999999999886
808,-5.0,-6.000000000000028,-1.400000000000034
809,-12.0,-7.0,-2.0
810,-10.0,-7.599999999999994,-3.8000000000000114
811,-7.0,-6.599999999999994,-5.999999999999972
812,-4.0,-3.5999999999999943,-7.0
813,0.0,-1.0000000000000284,-7.599999999999994
814,3.0,0.8000000000000114,-6.600000000000023
815,3.0,1.8000000000000114,-3.5999999999999943
816,2.0,1.9999999999999716,-1.0
817,1.0,1.200000000000017,0.8000000000000114
818,1.0,0.19999999999998863,1.799999999999983
819,-1.0,-0.799999999999983,2.0
820,-2.0,-1.5999999999999943,1.200000000000017
821,-3.0,-3.1999999999999886,0.19999999999998863
822,-3.0,-5.200000000000017,-0.799999999999983
823,-7.0,-6.800000000000011,-1.6000000000000227
824,-11.0,-7.599999999999966,-3.1999999999999886
825,-10.0,-8.800000000000011,-5.199999999999989
826,-7.0,-9.0,-6.800000000000011
827,-9.0,-8.199999999999989,-7.599999999999994
828,-8.0,-7.600000000000023,-8.800000000000011
829,-7.0,-7.599999999999966,-9.0
830,-7.0,-6.800000000000011,-8.199999999999989
831,-7.0,-6.0,-7.599999999999994
832,-5.0,-5.400000000000006,-7.600000000000023
833,-4.0,-5.199999999999989,-6.799999999999983
834,-4.0,-5.0,-6.0
835,-6.0,-3.8000000000000114,-5.400000000000006
836,-6.0,-3.0,-5.199999999999989
837,1.0,-2.5999999999999943,-5.0
838,0.0,-0.3999999999999915,-3.8000000000000114
839,-2.0,2.59999999999998,-3.0
840,5.0,6.800000000000011,-2.5999999999999943
841,9.0,9.800000000000011,-0.4000000000000057
842,22.0,13.199999999999989,2.5999999999999943
843,15.0,14.999999999999972,6.800000000000011
844,15.0,15.000000000000028,9.799999999999983
845,14.0,11.599999999999994,13.200000000000017
846,9.0,8.599999999999994,15.0
847,5.0,4.399999999999977,15.0
848,0.0,-0.39999999999997726,11.599999999999994
849,-6.0,-5.200000000000017,8.599999999999994
850,-10.0,-8.199999999999989,4.400000000000006
851,-15.0,-9.199999999999989,-0.4000000000000057
852,-10.0,-8.800000000000011,-5.199999999999989
853,-5.0,-7.400000000000006,-8.200000000000017
854,-4.0,-5.799999999999983,-9.199999999999989
855,-3.0,-5.799999999999983,-8.800000000000011
856,-7.0,-6.800000000000011,-7.399999999999977
857,-10.0,-7.599999999999994,-5.800000000000011
858,-10.0,-8.000000000000028,-5.800000000000011
859,-8.0,-7.399999999999977,-6.799999999999983
860,-5.0,-5.800000000000011,-7.599999999999994
861,-4.0,-3.3999999999999915,-8.0
862,-2.0,-1.9999999999999858,-7.400000000000006
863,2.0,-1.6000000000000227,-5.800000000000011
864,-1.0,-1.9999999999999858,-3.3999999999999915
865,-3.0,-2.3999999999999915,-2.0
866,-6.0,-2.6000000000000085,-1.6000000000000085
867,-4.0,-2.0,-2.0
868,1.0,-1.40000000000002,-2.3999999999999915
869,2.0,2.842170943040401e-14,-2.6000000000000085
870,0.0,1.0,-2.0
871,1.0,1.3999999999999773,-1.3999999999999915
872,1.0,2.0,0.0
873,3.0,3.4000000000000057,1.0
874,5.0,4.400000000000006,1.3999999999999915
875,7.0,5.3999999999999915,2.0
876,6.0,5.799999999999997,3.4000000000000057
877,6.0,5.400000000000006,4.400000000000006
878,5.0,4.199999999999989,5.3999999999999915
879,3.0,3.4000000000000057,5.799999999999997
880,1.0,3.0,5.400000000000006
881,2.0,2.1999999999999886,4.199999999999989
882,4.0,1.6000000000000227,3.4000000000000057
883,1.0,1.0,3.0
884,0.0,0.0,2.200000000000017
885,-2.0,-1.200000000000017,1.5999999999999943
886,-3.0,-1.799999999999983,1.0
887,-2.0,-2.4000000000000057,0.0
888,-2.0,-2.5999999999999943,-1.200000000000017
889,-3.0,-2.5999999999999943,-1.799999999999983
890,-3.0,-3.0,-2.4000000000000057
891,-3.0,-3.200000000000017,-2.5999999999999943
892,-4.0,-3.0,-2.5999999999999943
893,-3.0,-2.5999999999999943,-3.0
894,-2.0,-2.4000000000000057,-3.200000000000017
895,-1.0,-1.7999999999999972,-3.0
896,-2.0,-0.7999999999999972,-2.5999999999999943
897,-1.0,0.0,-2.4000000000000057
898,2.0,0.4000000000000057,-1.7999999999999972
899,2.0,0.8000000000000114,-0.7999999999999972
900,1.0,1.1999999999999886,0.0
901,0.0,1.3999999999999773,0.4000000000000057
902,1.0,1.6000000000000227,0.799999999999983
903,3.0,3.0,1.200000000000017
904,3.0,5.599999999999994,1.4000000000000057
905,8.0,8.0,1.5999999999999943
906,13.0,8.799999999999983,3.0
907,13.0,9.400000000000006,5.599999999999994
908,7.0,8.400000000000006,8.0
909,6.0,5.0,8.800000000000011
910,3.0,1.1999999999999886,9.399999999999977
911,-4.0,-0.8000000000000114,8.400000000000006
912,-6.0,-2.3999999999999773,5.0
913,-3.0,-2.8000000000000114,1.200000000000017
914,-2.0,-2.0,-0.8000000000000114
915,1.0,-0.799999999999983,-2.4000000000000057
916,0.0,0.0,-2.799999999999983
917,0.0,0.5999999999999943,-2.0
918,1.0,0.19999999999998863,-0.8000000000000114
919,1.0,0.20000000000001705,0.0
920,-1.0,0.0,0.5999999999999943
921,0.0,0.0,0.20000000000001705
922,-1.0,0.19999999999998863,0.19999999999998863
923,1.0,1.200000000000017,0.0
924,2.0,2.3999999999999773,0.0
925,4.0,3.8000000000000114,0.19999999999998863
926,6.0,4.599999999999994,1.200000000000017
927,6.0,5.200000000000017,2.4000000000000057
928,5.0,4.399999999999977,3.799999999999983
929,5.0,2.8000000000000114,4.599999999999994
930,0.0,0.5999999999999943,5.200000000000017
931,-2.0,-1.4000000000000057,4.400000000000006
932,-5.0,-4.0,2.799999999999983
933,-5.0,-6.0,0.5999999999999943
934,-8.0,-6.599999999999994,-1.3999999999999773
935,-10.0,-6.400000000000006,-4.0
936,-5.0,-5.399999999999977,-6.0
937,-4.0,-4.0,-6.600000000000023
938,0.0,-2.8000000000000114,-6.399999999999977
939,-1.0,-2.799999999999983,-5.400000000000006
940,-4.0,-2.4000000000000057,-4.0
941,-5.0,-2.4000000000000057,-2.8000000000000114
942,-2.0,-2.4000000000000057,-2.799999999999983
943,0.0,-1.5999999999999943,-2.4000000000000057
944,-1.0,0.4000000000000057,-2.4000000000000057
945,0.0,3.1999999999999886,-2.4000000000000057
946,5.0,7.599999999999994,-1.5999999999999943
947,12.0,10.200000000000017,0.4000000000000057
948,22.0,11.399999999999977,3.1999999999999886
949,12.0,11.400000000000006,7.599999999999994
950,6.0,8.400000000000006,10.200000000000017
951,5.0,2.0,11.400000000000006
952,-3.0,-3.1999999999999886,11.399999999999977
953,-10.0,-10.200000000000017,8.400000000000006
954,-14.0,-15.400000000000006,2.0
955,-29.0,-17.19999999999999,-3.1999999999999886
956,-21.0,-17.0,-10.200000000000017
957,-12.0,-15.399999999999977,-15.399999999999977
958,-9.0,-10.600000000000023,-17.200000000000017
959,-6.0,-7.199999999999989,-17.0
960,-5.0,-5.599999999999994,-15.399999999999991
961,-4.0,-4.799999999999997,-10.600000000000009
962,-4.0,-4.6000000000000085,-7.199999999999989
963,-5.0,-3.5999999999999943,-5.6000000000000085
964,-5.0,-2.4000000000000057,-4.799999999999997
965,0.0,-1.1999999999999886,-4.599999999999994
966,2.0,0.0,-3.6000000000000085
967,2.0,1.0,-2.3999999999999915
968,1.0,0.3999999999999915,-1.2000000000000028
969,0.0,-0.5999999999999943,0.0
970,-3.0,-1.4000000000000057,1.0
971,-3.0,-2.0,0.3999999999999915
972,-2.0,-2.799999999999997,-0.5999999999999943
973,-2.0,-3.4000000000000057,-1.4000000000000057
974,-4.0,-3.5999999999999943,-2.0
975,-6.0,-3.3999999999999915,-2.799999999999997
976,-4.0,-3.4000000000000057,-3.3999999999999915
977,-1.0,-2.5999999999999943,-3.6000000000000085
978,-2.0,-1.6000000000000014,-3.3999999999999915
979,0.0,-1.0,-3.4000000000000057
980,-1.0,-1.000000000000007,-2.5999999999999943
981,-1.0,-0.7999999999999972,-1.6000000000000085
982,-1.0,-1.2000000000000028,-1.0
983,-1.0,-1.0,-1.0
984,-2.0,-0.5999999999999943,-0.7999999999999972
985,0.0,0.20000000000000284,-1.2000000000000028
986,1.0,1.0,-1.0
987,3.0,1.7999999999999972,-0.5999999999999943
988,3.0,2.0,0.19999999999999574
989,2.0,2.0,1.0
990,1.0,1.5999999999999943,1.8000000000000043
991,1.0,1.200000000000017,2.0
992,1.0,1.3999999999999773,2.0
993,1.0,1.8000000000000114,1.5999999999999943
994,3.0,2.200000000000003,1.2000000000000028
995,3.0,2.799999999999997,1.4000000000000057
996,3.0,3.200000000000003,1.7999999999999972
997,4.0,2.999999999999986,2.200000000000003
998,3.0,2.6000000000000227,2.799999999999997
999,2.0,1.799999999999983,3.200000000000003
1000,1.0,0.5999999999999943,3.0
1001,-1.0,-0.19999999999998863,2.5999999999999943
1002,-2.0,-1.0,1.7999999999999972
1003,-1.0,-1.4000000000000057,0.6000000000000085
1004,-2.0,-1.5999999999999943,-0.20000000000000284
1005,-1.0,-1.4000000000000057,-1.0
1006,-2.0,-1.3999999999999915,-1.4000000000000057
1007,-1.0,-1.0000000000000142,-1.5999999999999943
1008,-1.0,-0.5999999999999943,-1.4000000000000057
1009,0.0,-0.4000000000000057,-1.3999999999999915
1010,1.0,-0.5999999999999943,-1.0
1011,-1.0,-1.0,-0.6000000000000085
1012,-2.0,-1.5999999999999943,-0.3999999999999915
1013,-3.0,-2.0,-0.6000000000000085
1014,-3.0,-2.0,-1.0
1015,-1.0,-1.5999999999999943,-1.5999999999999943
1016,-1.0,-0.6000000000000085,-2.0
1017,0.0,0.3999999999999915,-2.0
1018,2.0,0.8000000000000114,-1.6000000000000085
1019,2.0,0.7999999999999972,-0.5999999999999943
1020,1.0,0.5999999999999943,0.4000000000000057
1021,-1.0,1.4210854715202004e-14,0.7999999999999972
1022,-1.0,-0.4000000000000057,0.7999999999999972
1023,-1.0,-0.6000000000000085,0.5999999999999943
1024,0.0,-0.20000000000000284,0.0
1025,0.0,0.20000000000000284,-0.3999999999999915
1026,1.0,0.8000000000000114,-0.6000000000000085
1027,1.0,1.2000000000000028,-0.19999999999998863
1028,2.0,1.3999999999999915,0.19999999999998863
1029,2.0,1.2000000000000028,0.8000000000000114
1030,1.0,1.1999999999999886,1.1999999999999886
1031,0.0,0.8000000000000114,1.4000000000000057
1032,1.0,0.5999999999999943,1.2000000000000028
1033,0.0,0.4000000000000057,1.2000000000000028
1034,1.0,0.5999999999999943,0.7999999999999972
1035,0.0,0.6000000000000085,0.5999999999999943
1036,1.0,0.5999999999999943,0.4000000000000057
1037,1.0,0.3999999999999915,0.5999999999999943
1038,0.0,0.8000000000000114,0.6000000000000085
1039,0.0,0.799999999999983,0.5999999999999943
1040,2.0,0.8000000000000114,0.4000000000000057
1041,1.0,1.2000000000000028,0.7999999999999972
1042,1.0,1.4000000000000057,0.7999999999999972
1043,2.0,1.3999999999999915,0.7999999999999972
1044,1.0,2.0,1.2000000000000028
1045,2.0,3.4000000000000057,1.4000000000000057
1046,4.0,3.0,1.3999999999999915
1047,8.0,2.5999999999999943,2.0
1048,0.0,4.200000000000003,3.4000000000000057
1049,-1.0,5.999999999999986,3.0
1050,10.0,8.0,2.5999999999999943
1051,13.0,11.800000000000011,4.200000000000003
1052,18.0,15.400000000000006,6.0
1053,19.0,17.399999999999977,8.0
1054,17.0,17.0,11.799999999999997
1055,20.0,17.0,15.399999999999991
1056,11.0,15.599999999999994,17.400000000000006
1057,18.0,13.799999999999983,17.0
1058,12.0,10.400000000000006,17.0
1059,8.0,9.600000000000023,15.599999999999994
1060,3.0,8.799999999999983,13.800000000000011
1061,7.0,9.600000000000023,10.400000000000006
1062,14.0,10.0,9.599999999999994
1063,16.0,12.0,8.800000000000011
1064,10.0,12.799999999999955,9.599999999999966
1065,13.0,11.0,10.0
1066,11.0,8.400000000000034,12.0
1067,5.0,6.999999999999943,12.800000000000011
1068,3.0,6.2000000000000455,11.0
1069,3.0,5.0,8.400000000000034
1070,9.0,2.7999999999999545,7.0
1071,5.0,1.3999999999999773,6.199999999999989
1072,-6.0,5.684341886080802e-14,5.0
1073,-4.0,-2.1999999999999886,2.8000000000000114
1074,-4.0,-3.6000000000000227,1.3999999999999773
1075,-2.0,-2.6000000000000227,0.0
1076,-2.0,-3.0,-2.1999999999999886
1077,-1.0,-4.0,-3.6000000000000227
1078,-6.0,-4.800000000000011,-2.599999999999966
1079,-9.0,-6.199999999999989,-3.0
1080,-6.0,-6.0,-4.0
1081,-9.0,-3.199999999999932,-4.800000000000011
1082,0.0,-1.6000000000000227,-6.199999999999989
1083,8.0,-2.6000000000000227,-6.0
1084,-1.0,-1.599999999999966,-3.2000000000000455
1085,-11.0,-2.6000000000000227,-1.599999999999966
1086,-4.0,-6.399999999999977,-2.6000000000000227
1087,-5.0,-8.199999999999989,-1.599999999999966
1088,-11.0,-8.400000000000034,-2.6000000000000227
1089,-10.0,-9.999999999999943,-6.399999999999977
1090,-12.0,-8.600000000000051,-8.200000000000045
1091,-12.0,-6.799999999999983,-8.399999999999977
1092,2.0,-6.199999999999989,-10.0
1093,-2.0,-7.600000000000023,-8.599999999999994
1094,-7.0,-8.0,-6.800000000000011
1095,-19.0,-11.600000000000023,-6.199999999999989
1096,-14.0,-13.599999999999966,-7.599999999999994
1097,-16.0,-13.199999999999989,-8.0
1098,-12.0,-11.200000000000017,-11.600000000000023
1099,-5.0,-10.599999999999994,-13.599999999999994
1100,-9.0,-9.400000000000006,-13.199999999999989
1101,-11.0,-9.799999999999983,-11.200000000000017
1102,-10.0,-12.0,-10.599999999999994
1103,-14.0,-11.600000000000009,-9.400000000000006
1104,-16.0,-11.999999999999986,-9.799999999999983
1105,-7.0,-11.599999999999994,-12.0
1106,-13.0,-10.200000000000003,-11.600000000000009
1107,-8.0,-7.6000000000000085,-12.0
1108,-7.0,-4.799999999999997,-11.599999999999994
1109,-3.0,-0.19999999999998863,-10.200000000000003
1110,7.0,6.599999999999994,-7.599999999999994
1111,10.0,10.999999999999986,-4.800000000000011
1112,26.0,14.400000000000006,-0.19999999999998863
1113,15.0,16.0,6.599999999999994
1114,14.0,15.399999999999977,11.0
1115,15.0,11.0,14.400000000000006
1116,7.0,8.400000000000034,16.0
1117,4.0,5.599999999999966,15.400000000000006
1118,2.0,3.1999999999999886,11.0
1119,0.0,1.200000000000017,8.399999999999977
1120,3.0,0.20000000000001705,5.600000000000023
1121,-3.0,0.799999999999983,3.1999999999999886
1122,-1.0,1.4000000000000057,1.1999999999999886
1123,5.0,1.8000000000000114,0.20000000000001705
1124,3.0,3.599999999999966,0.799999999999983
1125,5.0,3.8000000000000114,1.4000000000000057
1126,6.0,3.8000000000000114,1.8000000000000114
1127,0.0,5.199999999999989,3.5999999999999943
1128,5.0,5.800000000000011,3.8000000000000114
1129,10.0,4.600000000000023,3.799999999999983
1130,8.0,5.199999999999989,5.200000000000017
1131,0.0,5.199999999999989,5.799999999999983
1132,3.0,2.1999999999999886,4.599999999999994
1133,5.0,0.4000000000000057,5.200000000000017
1134,-5.0,0.20000000000001705,5.199999999999989
1135,-1.0,0.799999999999983,2.200000000000017
1136,-1.0,3.0,0.39999999999997726
1137,6.0,6.599999999999994,0.20000000000001705
1138,16.0,9.399999999999977,0.799999999999983
1139,13.0,12.600000000000023,3.0
1140,13.0,13.800000000000011,6.600000000000023
1141,15.0,10.799999999999955,9.399999999999977
1142,12.0,7.0,12.600000000000023
1143,1.0,1.6000000000000227,13.800000000000011
1144,-6.0,-3.400000000000034,10.799999999999955
1145,-14.0,-8.599999999999966,7.0
1146,-10.0,-8.199999999999989,1.6000000000000227
1147,-14.0,-8.199999999999989,-3.3999999999999773
1148,3.0,-7.0,-8.600000000000023
1149,-6.0,-2.400000000000034,-8.199999999999989
1150,-8.0,1.6000000000000227,-8.200000000000017
1151,13.0,2.8000000000000114,-7.0
1152,6.0,5.399999999999977,-2.4000000000000057
1153,9.0,6.199999999999989,1.6000000000000227
1154,7.0,3.6000000000000227,2.799999999999983
1155,-4.0,4.199999999999989,5.400000000000006
1156,0.0,4.199999999999989,6.199999999999989
1157,9.0,5.399999999999977,3.6000000000000227
1158,9.0,9.0,4.199999999999989
1159,13.0,9.200000000000045,4.199999999999989
1160,14.0,9.399999999999977,5.400000000000034
1161,1.0,8.0,9.0
1162,10.0,4.600000000000023,9.199999999999989
1163,2.0,1.3999999999999773,9.399999999999977
1164,-4.0,0.6000000000000227,8.0
1165,-2.0,-3.1999999999999886,4.600000000000023
1166,-3.0,-7.0,1.3999999999999773
1167,-9.0,-8.200000000000045,0.6000000000000227
1168,-17.0,-8.999999999999943,-3.1999999999999886
1169,-10.0,-10.400000000000034,-7.0
1170,-6.0,-8.400000000000034,-8.200000000000045
1171,-10.0,-4.399999999999977,-9.0
1172,1.0,-4.7999999999999545,-10.399999999999977
1173,3.0,-6.400000000000034,-8.399999999999977
1174,-12.0,-7.599999999999994,-4.400000000000034
1175,-14.0,-11.0,-4.800000000000011
1176,-16.0,-14.799999999999983,-6.399999999999977
1177,-16.0,-16.0,-7.599999999999994
1178,-16.0,-16.599999999999994,-11.0
1179,-18.0,-17.599999999999994,-14.800000000000011
1180,-17.0,-18.200000000000017,-16.0
1181,-21.0,-18.599999999999994,-16.599999999999994
1182,-19.0,-16.799999999999983,-17.599999999999994
1183,-18.0,-15.200000000000003,-18.200000000000017
1184,-9.0,-11.799999999999997,-18.599999999999994
1185,-9.0,-7.400000000000006,-16.799999999999997
1186,-4.0,-3.0,-15.200000000000003
1187,3.0,-0.3999999999999915,-11.799999999999997
1188,4.0,1.3999999999999915,-7.3999999999999915
1189,4.0,1.8000000000000114,-3.0
1190,0.0,1.1999999999999886,-0.4000000000000057
1191,-2.0,0.8000000000000114,1.4000000000000057
1192,0.0,1.3999999999999915,1.7999999999999972
1193,2.0,4.000000000000014,1.2000000000000028
1194,7.0,7.3999999999999915,0.7999999999999972
1195,13.0,7.799999999999997,1.3999999999999915
1196,15.0,8.399999999999991,4.0
1197,2.0,7.400000000000006,7.400000000000006
1198,5.0,5.799999999999997,7.799999999999997
1199,2.0,5.400000000000006,8.400000000000006
1200,5.0,7.0,7.3999999999999915
1201,13.0,6.799999999999983,5.800000000000011
1202,10.0,7.200000000000017,5.400000000000006
1203,4.0,6.400000000000006,7.0
1204,4.0,3.3999999999999773,6.799999999999983
1205,1.0,2.0,7.200000000000017
1206,-2.0,2.1999999999999886,6.399999999999977
1207,3.0,3.4000000000000057,3.4000000000000057
1208,5.0,4.800000000000011,2.0
1209,10.0,6.599999999999994,2.200000000000017
1210,8.0,7.599999999999994,3.3999999999999773
1211,7.0,8.400000000000006,4.800000000000011
1212,8.0,7.800000000000011,6.599999999999994
1213,9.0,7.7999999999999545,7.599999999999994
1214,7.0,8.400000000000034,8.400000000000006
1215,8.0,9.600000000000023,7.800000000000011
1216,10.0,9.399999999999977,7.799999999999983
