,s0,s1,s2
1547,146.0,144.59999999999997,161.8
1548,138.0,138.39999999999998,156.4
1549,131.0,132.39999999999998,150.6
1550,125.0,127.59999999999997,144.6
1551,122.0,125.19999999999997,138.4
1552,122.0,124.79999999999998,132.4
1553,126.0,126.19999999999997,127.6
1554,129.0,128.79999999999998,125.2
1555,132.0,131.39999999999998,124.8
1556,135.0,132.79999999999998,126.2
1557,135.0,133.19999999999996,128.8
1558,133.0,132.79999999999995,131.4
1559,131.0,131.59999999999997,132.8
1560,130.0,129.99999999999997,133.2
1561,129.0,129.0,132.8
1562,127.0,129.2,131.6
1563,128.0,132.39999999999998,130.0
1564,132.0,137.39999999999998,129.0
1565,146.0,143.99999999999997,129.2
1566,154.0,151.39999999999998,132.4
1567,160.0,158.39999999999998,137.4
1568,165.0,162.79999999999998,144.0
1569,167.0,165.99999999999994,151.4
1570,168.0,168.39999999999998,158.4
1571,170.0,169.99999999999997,162.8
1572,172.0,172.2,166.0
1573,173.0,175.79999999999995,168.4
1574,178.0,179.19999999999996,170.0
1575,186.0,182.2,172.2
1576,187.0,185.2,175.8
1577,187.0,186.99999999999994,179.2
1578,188.0,187.19999999999996,182.2
1579,187.0,187.39999999999998,185.2
1580,187.0,187.99999999999994,187.0
1581,188.0,188.79999999999995,187.2
1582,190.0,190.59999999999997,187.4
1583,192.0,193.39999999999998,188.0
1584,196.0,197.19999999999993,188.8
1585,201.0,201.39999999999998,190.6
1586,207.0,205.99999999999997,193.4
1587,211.0,210.39999999999995,197.2
1588,215.0,214.39999999999995,201.4
1589,218.0,217.79999999999995,206.0
1590,221.0,221.19999999999996,210.4
1591,224.0,223.99999999999997,214.4
1592,228.0,226.59999999999997,217.8
1593,229.0,229.59999999999997,221.2
1594,231.0,230.99999999999994,224.0
1595,236.0,231.19999999999996,226.6
1596,231.0,230.79999999999995,229.6
1597,229.0,230.39999999999998,231.0
1598,227.0,229.79999999999995,231.2
1599,229.0,230.99999999999994,230.8
1600,233.0,233.19999999999993,230.4
1601,237.0,235.99999999999994,229.8
1602,240.0,239.19999999999993,231.0
1603,241.0,242.19999999999993,233.2
1604,245.0,244.79999999999995,236.0
1605,248.0,246.99999999999994,239.2
1606,250.0,249.79999999999995,242.2
1607,251.0,252.99999999999994,244.8
1608,255.0,256.4,247.0
1609,261.0,258.99999999999994,249.8
1610,265.0,260.4,253.0
1611,263.0,260.3999999999999,256.4
1612,258.0,258.59999999999997,259.0
1613,255.0,255.79999999999995,260.4
1614,252.0,253.59999999999997,260.4
1615,251.0,252.39999999999995,258.6
1616,252.0,251.99999999999994,255.8
1617,252.0,252.59999999999994,253.6
1618,253.0,253.39999999999995,252.4
1619,255.0,253.59999999999997,252.0
1620,255.0,252.59999999999997,252.6
1621,253.0,249.59999999999997,253.4
1622,247.0,244.99999999999994,253.6
1623,238.0,240.19999999999996,252.6
1624,232.0,236.39999999999995,249.6
1625,231.0,234.79999999999995,245.0
1626,234.0,235.99999999999994,240.2
1627,239.0,238.59999999999997,236.4
1628,244.0,240.59999999999997,234.8
1629,245.0,241.79999999999995,236.0
1630,241.0,241.59999999999994,238.6
1631,240.0,239.19999999999996,240.6
1632,238.0,236.19999999999993,241.8
1633,232.0,233.39999999999998,241.6
1634,230.0,229.59999999999997,239.2
1635,227.0,225.79999999999995,236.2
1636,221.0,223.59999999999997,233.4
1637,219.0,221.59999999999997,229.6
1638,221.0,220.39999999999995,225.8
1639,220.0,222.99999999999994,223.6
1640,221.0,229.19999999999996,221.6
1641,234.0,235.39999999999998,220.4
1642,250.0,242.59999999999997,223.0
1643,252.0,250.39999999999998,229.2
1644,256.0,255.59999999999994,235.4
1645,260.0,259.19999999999993,242.6
1646,260.0,265.19999999999993,250.4
1647,268.0,269.99999999999994,255.6
1648,282.0,273.59999999999997,259.2
1649,280.0,275.5999999999999,265.2
1650,278.0,274.4,270.0
1651,270.0,267.5999999999999,273.6
1652,262.0,258.59999999999997,275.6
1653,248.0,247.19999999999993,274.4
1654,235.0,235.79999999999995,267.6
1655,221.0,224.19999999999993,258.6
1656,213.0,213.99999999999994,247.2
1657,204.0,205.39999999999998,235.8
1658,197.0,200.19999999999996,224.2
1659,192.0,197.39999999999995,214.0
1660,195.0,197.79999999999995,205.4
1661,199.0,199.79999999999995,200.2
1662,206.0,202.19999999999996,197.4
1663,207.0,202.39999999999998,197.8
1664,204.0,199.59999999999997,199.8
1665,196.0,193.59999999999997,202.2
1666,185.0,186.79999999999995,202.4
1667,176.0,179.99999999999994,199.6
1668,173.0,174.19999999999996,193.6
1669,170.0,170.39999999999998,186.8
1670,167.0,167.99999999999997,180.0
1671,166.0,165.59999999999997,174.2
1672,164.0,163.79999999999995,170.4
1673,161.0,161.59999999999997,168.0
1674,161.0,157.39999999999995,165.6
1675,156.0,151.59999999999997,163.8
1676,145.0,145.2,161.6
1677,135.0,137.99999999999997,157.4
1678,129.0,130.99999999999997,151.6
1679,125.0,125.99999999999997,145.2
1680,121.0,122.59999999999998,138.0
1681,120.0,119.59999999999997,131.0
1682,118.0,116.19999999999999,126.0
1683,114.0,111.99999999999997,122.6
1684,108.0,106.99999999999997,119.6
1685,100.0,101.19999999999999,116.2
1686,95.0,95.19999999999999,112.0
1687,89.0,89.79999999999998,107.0
1688,84.0,85.39999999999998,101.2
1689,81.0,80.79999999999998,95.2
1690,78.0,76.59999999999998,89.8
1691,72.0,72.79999999999998,85.4
1692,68.0,69.6,80.8
1693,65.0,67.19999999999999,76.6
1694,65.0,66.79999999999998,72.8
1695,66.0,68.19999999999999,69.6
1696,70.0,71.59999999999998,67.2
1697,75.0,76.59999999999998,66.8
1698,82.0,82.19999999999999,68.2
1699,90.0,86.39999999999998,71.6
1700,94.0,88.59999999999998,76.6
1701,91.0,88.6,82.2
1702,86.0,86.79999999999998,86.4
1703,82.0,84.59999999999998,88.6
1704,81.0,84.19999999999999,88.6
1705,83.0,86.6,86.8
1706,89.0,91.39999999999998,84.6
1707,98.0,97.99999999999997,84.2
1708,106.0,105.39999999999998,86.6
1709,114.0,112.19999999999997,91.4
1710,120.0,116.99999999999997,98.0
1711,123.0,119.39999999999998,105.4
1712,122.0,119.59999999999998,112.2
1713,118.0,118.39999999999998,117.0
1714,115.0,117.19999999999997,119.4
1715,114.0,117.39999999999998,119.6
1716,117.0,120.79999999999997,118.4
1717,123.0,127.59999999999998,117.2
1718,135.0,136.2,117.4
1719,149.0,145.99999999999997,120.8
1720,157.0,155.99999999999997,127.6
1721,166.0,164.79999999999995,136.2
1722,173.0,171.79999999999995,146.0
1723,179.0,178.39999999999998,156.0
1724,184.0,184.39999999999998,164.8
1725,190.0,190.39999999999998,171.8
1726,196.0,196.39999999999992,178.4
1727,203.0,202.39999999999992,184.4
