-0.82326,-0.82358,-0.82178,-0.82201,-0.82267,-0.81759,-0.86738,-0.88159,-0.88258,-0.88279,-0.8853,-0.8868,-0.88705,-0.8873,-0.88578,-0.88466,-0.88437,-0.88562,-0.88641,-0.88637,-0.88572,-0.88584,-0.88587,-0.88868,-0.88745,-0.88626,-0.88529,-0.88515,-0.88547,-0.88509,-0.88391,-0.87608,-0.87557,-0.87396,-0.87237,-0.87001,-0.87173,-0.87154,-0.87413,-0.87461,-0.87502,-0.87528,-0.87444,-0.87227,-0.87549,-0.87461,-0.87583,-0.87503,-0.8735,-0.87247,-0.87045,-0.87253,-0.8718,-0.87014,-0.87034,-0.86936,-0.87158,-0.87195,-0.87121,-0.87039,-0.87036,-0.87111,-0.87262,-0.86647,-0.87593,-0.87063,-0.86984,-0.87136,-0.86849,-0.86917,-0.86885,-0.88354,-0.88556,-0.88329,-0.88369,-0.88246,-0.88186,-0.9258,-0.91279,-0.91538,-0.91603,-0.91704,-0.91824,-0.91725,-0.91721,-0.91759,-0.91956,-0.91952,-0.91867,-0.9168,-0.91845,-0.92032,-0.92047,-0.92094,-0.91917,-0.92061,-0.9213,-0.92172,-0.92151,-0.92253
0,0.00038982,-0.018452,-0.017905,-0.014908,-0.022697,0.01411,0.04447,0.048424,0.048191,0.050149,0.051471,0.053666,0.054616,0.052792,0.052456,0.051862,0.052423,0.053598,0.05457,0.053873,0.05321,0.054027,0.056925,0.054836,0.05682,0.056693,0.056194,0.056522,0.056291,0.058067,0.053993,0.052139,0.054652,0.05563,0.052087,0.053433,0.051182,0.053271,0.054312,0.056001,0.056516,0.054794,0.055887,0.056874,0.054015,0.054968,0.0531,0.05273,0.053342,0.053271,0.053997,0.05336,0.054764,0.052665,0.044685,0.045553,0.046122,0.044226,0.043715,0.043238,0.043642,0.045559,0.038089,0.042403,0.030777,0.031387,0.030277,0.026504,0.026235,0.022314,0.034478,0.037293,0.029936,0.0303,0.027302,0.030066,0.070817,0.042061,0.035734,0.035404,0.037979,0.039465,0.039135,0.03988,0.04432,0.045642,0.048494,0.046928,0.046534,0.045949,0.049747,0.047463,0.048618,0.045853,0.046873,0.049833,0.050493,0.051131,0.052653
0,0,0.021084,-0.060689,-0.062413,-0.027919,-0.01931,-0.032953,-0.039439,-0.039535,-0.034166,-0.033757,-0.036026,-0.038168,-0.036323,-0.036695,-0.036658,-0.036776,-0.037304,-0.03856,-0.037658,-0.03748,-0.036699,-0.038698,-0.038015,-0.042946,-0.042912,-0.042645,-0.041624,-0.040126,-0.043641,-0.044144,-0.041434,-0.042265,-0.045961,-0.044325,-0.042398,-0.044213,-0.042419,-0.042822,-0.045715,-0.045423,-0.043947,-0.047806,-0.047462,-0.046168,-0.044553,-0.045357,-0.047207,-0.048264,-0.04696,-0.046837,-0.047247,-0.054451,-0.052681,-0.049232,-0.046636,-0.046306,-0.044229,-0.045029,-0.044662,-0.043838,-0.043587,-0.040697,-0.036727,-0.033547,-0.037109,-0.03837,-0.038981,-0.037838,-0.039256,-0.0348,-0.03519,-0.02645,-0.023747,-0.022735,-0.012594,-0.016064,0.0017853,0.025692,0.025686,0.025531,0.021902,0.02102,0.019523,0.017603,0.017141,0.014344,0.020068,0.018209,0.020177,0.020156,0.021908,0.021317,0.025188,0.025323,0.023863,0.022461,0.021562,0.019055
0,0,0,0.098862,0.10058,0.078001,0.053146,0.052962,0.05583,0.056264,0.042281,0.039818,0.040359,0.041634,0.037525,0.037864,0.038847,0.039624,0.039326,0.03891,0.037851,0.038554,0.036657,0.035938,0.035684,0.037938,0.036719,0.0361,0.03556,0.035802,0.036815,0.035039,0.033217,0.033943,0.030436,0.025524,0.024601,0.026434,0.028048,0.027353,0.028531,0.02743,0.02563,0.02769,0.02998,0.028894,0.027429,0.031916,0.031603,0.030753,0.028442,0.027727,0.029889,0.031569,0.031165,0.030108,0.030367,0.029862,0.030792,0.032738,0.032368,0.0318,0.03253,0.033456,0.032612,0.035299,0.036165,0.045068,0.044062,0.044496,0.050998,0.053576,0.05147,0.048708,0.043099,0.049623,0.04763,0.039039,0.036946,0.023194,0.023248,0.023423,0.028653,0.027919,0.028995,0.031514,0.030517,0.031279,0.026682,0.033688,0.036152,0.035367,0.035623,0.036531,0.033209,0.032477,0.032189,0.032965,0.031529,0.03443
0,0,0,0,-0.0023684,-0.021171,-0.0086379,-0.0023211,-0.0011575,-0.0010561,0.020217,0.027285,0.02813,0.028644,0.031177,0.030852,0.02985,0.028143,0.028022,0.026678,0.02672,0.02615,0.028716,0.031169,0.031263,0.029886,0.029661,0.030692,0.032072,0.031891,0.035964,0.037683,0.038722,0.036595,0.042474,0.040595,0.043097,0.042384,0.040836,0.040621,0.04239,0.043656,0.046173,0.044634,0.042751,0.044162,0.046011,0.045142,0.048466,0.047583,0.046618,0.048166,0.046911,0.047197,0.047607,0.055086,0.054482,0.053789,0.052117,0.051517,0.053207,0.054276,0.053377,0.056593,0.055445,0.055314,0.057338,0.055183,0.062154,0.062673,0.058257,0.049537,0.048927,0.045301,0.048316,0.036778,0.025536,0.025866,0.02136,0.022476,0.021976,0.022584,0.027287,0.030952,0.029692,0.023944,0.026185,0.025554,0.02701,0.021122,0.012624,0.011111,0.010495,0.010405,0.015148,0.016616,0.018004,0.018258,0.019729,0.01536
0,0,0,0,0,0.019612,0.023179,0.01878,0.016603,0.013379,0.0028109,-0.0084292,-0.010572,-0.013277,-0.012305,-0.012742,-0.0099759,-0.0082228,-0.0072924,-0.0063708,-0.0066981,-0.0059088,-0.0087419,-0.012148,-0.011416,-0.011421,-0.010734,-0.011481,-0.014166,-0.013583,-0.01571,-0.012397,-0.011842,-0.011579,-0.014258,-0.010084,-0.010022,-0.0069356,-0.006506,-0.0057496,-0.0051097,-0.0064071,-0.0071711,-0.0055292,-0.003596,-0.00378,-0.004822,-0.0046851,-0.0054903,-0.0021278,-0.0038806,-0.0040695,-0.0011876,-0.0028735,-0.0042512,-0.0059167,-0.0075786,-0.0070216,-0.0092792,-0.010699,-0.012339,-0.016641,-0.018852,-0.021733,-0.025171,-0.025708,-0.02692,-0.03171,-0.033155,-0.036087,-0.03713,-0.034911,-0.032383,-0.033802,-0.033792,-0.028102,-0.030375,-0.018937,-0.017849,-0.018518,-0.018268,-0.017599,-0.036807,-0.033336,-0.032326,-0.032291,-0.033389,-0.031852,-0.032118,-0.030182,-0.025478,-0.019163,-0.01956,-0.019711,-0.019813,-0.021552,-0.025206,-0.025737,-0.024234,-0.022106
0,0,0,0,0,0,-0.0019595,-0.023348,-0.022469,-0.01986,-0.012255,-0.0071514,-0.003877,0.0038954,-0.0011665,-0.00018467,-0.0030759,-0.0073445,-0.0083025,-0.0078623,-0.0074405,-0.0063414,-0.0058165,-0.0018315,-0.0033953,-0.0017209,-0.0013379,-0.00072449,0.00095055,-0.0016695,0.0038588,0.0021671,0.0017013,0.003222,0.0055716,0.0051773,0.0042128,0.0069564,0.0044246,0.0040937,0.0021305,0.003718,0.0019362,0.0026785,-0.00055851,-0.0011476,-0.001709,-0.0037803,-0.0032442,-0.003533,0.0023759,0.003627,-0.00081538,0.0030232,0.0033682,0.0021761,0.0024112,0.0022503,0.0040781,0.0037181,0.0031407,0.0067595,0.013336,0.0086474,0.011236,0.0081404,0.0083694,0.010867,0.0066967,0.0074214,0.00884,0.0092032,0.01033,0.015413,0.016032,0.017018,0.026326,0.01803,0.025808,0.02663,0.028022,0.027563,0.038333,0.025169,0.025905,0.037084,0.039459,0.037809,0.038292,0.037459,0.035704,0.030596,0.031267,0.030781,0.029935,0.03,0.033894,0.034445,0.034361,0.034545
0,0,0,0,0,0,0,0.024537,0.019983,0.019952,0.018228,0.018559,0.016874,0.0045696,0.019025,0.017136,0.018062,0.022969,0.025158,0.024678,0.02441,0.024026,0.023529,0.023015,0.024615,0.021623,0.022048,0.022184,0.020958,0.021458,0.011027,0.01487,0.015062,0.016142,0.01652,0.018241,0.017483,0.012432,0.010081,0.011116,0.011974,0.014128,0.01402,0.010708,0.011461,0.012629,0.014527,0.015644,0.014049,0.013733,0.01344,0.010448,0.01251,0.011928,0.01055,0.012407,0.013399,0.013534,0.01307,0.013521,0.014465,0.016194,0.012742,0.025229,0.027904,0.030254,0.030009,0.029605,0.031926,0.033049,0.031431,0.036014,0.037083,0.038553,0.037555,0.03904,0.026222,0.025132,0.015995,0.017388,0.016831,0.01403,0.013005,0.021094,0.017743,0.02897,0.025076,0.025952,0.024688,0.026414,0.024517,0.026112,0.026677,0.028888,0.026725,0.026974,0.026785,0.02598,0.019139,0.017313
0,0,0,0,0,0,0,0,0.0057609,0.029617,0.026815,0.024377,0.026258,0.031837,0.0089754,0.014843,0.015629,0.013392,0.011267,0.011954,0.012214,0.010908,0.011873,0.012571,0.012052,0.015318,0.013769,0.013451,0.013203,0.013502,0.020186,0.011634,0.011012,0.010469,0.0084593,0.00737,0.0069158,0.0091098,0.013353,0.013796,0.011072,0.009698,0.012174,0.013823,0.016409,0.015133,0.011657,0.010888,0.011492,0.010061,0.009168,0.0090217,0.010374,0.013476,0.016299,0.011785,0.011225,0.010718,0.01118,0.012123,0.011601,0.0097887,0.0057502,0.0010956,-0.005891,-0.0039638,-0.0038336,-0.0027928,-0.0031648,-0.0035977,0.0025883,0.001986,-0.0045953,-0.0029285,-0.002049,-0.0051546,-0.007317,-5.2196e-05,0.0029006,-0.0032902,-0.0060411,-0.004971,-0.0043466,-0.0053288,-0.0036743,-0.045462,-0.048866,-0.047702,-0.048155,-0.050453,-0.045771,-0.046288,-0.046467,-0.048586,-0.038935,-0.038315,-0.038828,-0.038806,-0.03321,-0.028293
0,0,0,0,0,0,0,0,0,-0.029012,-0.097811,-0.09643,-0.097204,-0.096704,-0.086278,-0.095681,-0.097345,-0.097674,-0.097167,-0.096744,-0.09761,-0.096356,-0.097409,-0.098989,-0.099265,-0.099848,-0.098385,-0.09809,-0.09724,-0.096942,-0.10172,-0.097183,-0.097157,-0.095788,-0.094805,-0.097446,-0.096423,-0.098426,-0.1003,-0.10137,-0.1026,-0.10069,-0.10201,-0.097082,-0.097098,-0.096257,-0.09396,-0.092734,-0.092777,-0.091769,-0.094189,-0.093307,-0.095123,-0.10207,-0.10299,-0.10111,-0.099444,-0.099438,-0.10109,-0.10113,-0.099769,-0.098865,-0.098388,-0.1071,-0.10548,-0.11019,-0.10923,-0.10987,-0.10927,-0.1093,-0.11577,-0.12346,-0.12188,-0.13276,-0.13219,-0.13129,-0.11809,-0.11497,-0.11158,-0.10676,-0.1021,-0.096676,-0.097314,-0.098788,-0.09889,-0.072297,-0.058601,-0.057281,-0.053409,-0.053102,-0.055374,-0.054015,-0.053005,-0.052241,-0.061119,-0.063769,-0.064989,-0.064864,-0.065158,-0.070378
