34.736,34.642,34.411,34.111,33.839,33.585,33.367,33.282,33.247,33.238,33.245,33.256,33.264,33.277,33.29,33.293,33.302,33.312,33.318,33.331,33.335,33.34,33.349,33.344,33.334,33.322,33.312,33.282,33.253,33.229,33.201,33.193,33.191,33.159,33.105,33.044,33.017,33.023,33.034,33.046,33.058,33.071,33.104,33.11,33.073,33.054,33.051,33.048,33.03,33.001,32.961,32.953,32.937,32.939,32.951,32.942,32.926,32.883,32.811,32.722
27.366,27.443,27.03,26.779,26.717,26.655,26.542,26.586,26.524,26.536,26.544,26.552,26.539,26.543,26.497,26.435,26.441,26.437,26.425,26.442,26.428,26.433,26.44,26.394,26.374,26.356,26.348,26.296,26.286,26.282,26.269,26.296,26.295,26.171,26.097,26.083,26.091,26.096,26.092,26.101,26.097,26.1,26.161,26.071,26.001,26.008,26.045,26.033,25.989,25.958,25.929,25.928,25.925,25.913,25.977,25.784,25.76,25.72,25.689,25.666
27.203,27.275,27.012,26.772,26.707,26.641,26.533,26.506,26.415,26.428,26.436,26.446,26.432,26.437,26.392,26.338,26.347,26.345,26.333,26.351,26.335,26.342,26.348,26.301,26.284,26.267,26.26,26.207,26.2,26.197,26.183,26.209,26.207,26.079,26.012,26.006,26.018,26.025,26.017,26.02,26.013,26.017,26.08,25.98,25.92,25.928,25.964,25.947,25.903,25.874,25.845,25.843,25.838,25.827,25.899,25.697,25.682,25.636,25.606,25.582
26.967,27.034,26.808,26.74,26.682,26.622,26.498,26.466,26.4,26.419,26.428,26.435,26.424,26.429,26.384,26.331,26.341,26.341,26.33,26.348,26.334,26.341,26.346,26.299,26.282,26.266,26.259,26.207,26.199,26.197,26.183,26.209,26.207,26.075,26.007,26.005,26.02,26.025,26.015,26.015,26.015,26.018,26.078,25.98,25.916,25.922,25.956,25.94,25.894,25.867,25.839,25.838,25.831,25.821,25.896,25.697,25.68,25.636,25.603,25.578
26.813,26.868,26.63,26.587,26.558,26.508,26.421,26.392,26.328,26.343,26.351,26.366,26.358,26.366,26.32,26.263,26.272,26.275,26.264,26.283,26.268,26.276,26.279,26.235,26.218,26.201,26.196,26.145,26.138,26.134,26.123,26.148,26.144,26.012,25.937,25.933,25.945,25.948,25.933,25.937,25.929,25.932,25.994,25.899,25.836,25.843,25.878,25.872,25.821,25.788,25.76,25.756,25.753,25.735,25.812,25.598,25.577,25.532,25.51,25.49
26.743,26.793,26.567,26.526,26.501,26.508,26.42,26.386,26.32,26.335,26.345,26.36,26.354,26.363,26.317,26.259,26.267,26.269,26.259,26.279,26.264,26.271,26.275,26.23,26.214,26.197,26.192,26.141,26.134,26.13,26.119,26.146,26.141,26.008,25.933,25.929,25.94,25.941,25.928,25.933,25.922,25.923,25.985,25.89,25.829,25.836,25.87,25.865,25.82,25.785,25.757,25.753,25.75,25.733,25.809,25.596,25.575,25.533,25.512,25.492
26.703,26.769,26.497,26.434,26.402,26.408,26.416,26.383,26.319,26.334,26.343,26.36,26.353,26.363,26.317,26.259,26.268,26.271,26.261,26.279,26.264,26.271,26.274,26.229,26.213,26.196,26.191,26.141,26.133,26.129,26.118,26.144,26.139,26.006,25.931,25.927,25.937,25.939,25.925,25.929,25.919,25.92,25.982,25.887,25.824,25.832,25.866,25.861,25.816,25.778,25.75,25.747,25.743,25.726,25.801,25.59,25.566,25.525,25.502,25.484
26.624,26.606,26.385,26.345,26.328,26.337,26.344,26.385,26.32,26.334,26.344,26.36,26.353,26.362,26.315,26.258,26.267,26.269,26.259,26.277,26.262,26.27,26.273,26.228,26.213,26.195,26.19,26.14,26.133,26.129,26.118,26.144,26.139,26.006,25.932,25.927,25.938,25.939,25.925,25.929,25.919,25.92,25.982,25.887,25.825,25.832,25.866,25.861,25.816,25.778,25.75,25.746,25.743,25.726,25.801,25.59,25.565,25.523,25.501,25.483
26.578,26.567,26.364,26.321,26.301,26.308,26.315,26.358,26.316,26.33,26.339,26.356,26.349,26.359,26.315,26.255,26.264,26.266,26.256,26.275,26.26,26.268,26.272,26.227,26.212,26.194,26.19,26.14,26.132,26.129,26.118,26.144,26.139,26.006,25.932,25.927,25.938,25.939,25.925,25.929,25.919,25.92,25.981,25.887,25.825,25.832,25.866,25.862,25.816,25.779,25.75,25.747,25.743,25.727,25.802,25.59,25.566,25.524,25.501,25.483
26.576,26.566,26.364,26.318,26.302,26.312,26.319,26.361,26.316,26.33,26.339,26.357,26.35,26.36,26.314,26.265,26.274,26.278,26.267,26.286,26.269,26.276,26.281,26.236,26.22,26.203,26.197,26.148,26.141,26.137,26.126,26.151,26.145,26.012,25.938,25.936,25.946,25.947,25.934,25.938,25.927,25.927,25.989,25.894,25.831,25.839,25.873,25.868,25.822,25.785,25.755,25.752,25.75,25.734,25.806,25.595,25.571,25.53,25.507,25.488
26.619,26.609,26.409,26.364,26.348,26.36,26.365,26.403,26.36,26.376,26.385,26.408,26.4,26.408,26.361,26.303,26.316,26.322,26.308,26.327,26.311,26.317,26.322,26.279,26.264,26.246,26.239,26.193,26.187,26.184,26.172,26.201,26.192,26.059,25.985,25.984,25.998,25.999,25.988,25.991,25.984,25.984,26.044,25.947,25.885,25.894,25.935,25.922,25.876,25.837,25.806,25.802,25.802,25.787,25.859,25.649,25.622,25.58,25.558,25.541
26.528,26.517,26.318,26.282,26.273,26.28,26.288,26.319,26.289,26.307,26.311,26.33,26.318,26.326,26.28,26.22,26.226,26.223,26.204,26.222,26.205,26.214,26.214,26.172,26.161,26.15,26.145,26.098,26.092,26.086,26.077,26.103,26.092,25.966,25.893,25.891,25.902,25.9,25.885,25.889,25.879,25.875,25.932,25.844,25.786,25.797,25.834,25.815,25.774,25.739,25.713,25.71,25.711,25.692,25.752,25.546,25.528,25.486,25.461,25.442
26.502,26.492,26.291,26.257,26.248,26.255,26.265,26.296,26.267,26.284,26.288,26.308,26.321,26.328,26.282,26.222,26.229,26.226,26.205,26.224,26.206,26.215,26.215,26.172,26.161,26.15,26.146,26.099,26.093,26.087,26.078,26.104,26.093,25.966,25.893,25.891,25.902,25.9,25.884,25.889,25.879,25.874,25.931,25.843,25.787,25.798,25.834,25.815,25.773,25.738,25.711,25.708,25.708,25.691,25.751,25.539,25.52,25.48,25.455,25.436
26.482,26.472,26.271,26.237,26.228,26.236,26.246,26.272,26.248,26.264,26.27,26.289,26.301,26.322,26.28,26.22,26.226,26.223,26.203,26.22,26.201,26.211,26.211,26.168,26.155,26.143,26.14,26.096,26.089,26.083,26.074,26.1,26.091,25.965,25.892,25.889,25.9,25.897,25.883,25.888,25.878,25.873,25.93,25.839,25.782,25.793,25.831,25.815,25.771,25.733,25.706,25.703,25.703,25.686,25.746,25.534,25.512,25.473,25.449,25.43
26.452,26.441,26.241,26.207,26.198,26.207,26.217,26.243,26.225,26.24,26.246,26.265,26.279,26.299,26.278,26.217,26.223,26.22,26.2,26.217,26.199,26.209,26.208,26.166,26.152,26.142,26.139,26.094,26.087,26.081,26.072,26.098,26.089,25.961,25.888,25.886,25.897,25.895,25.88,25.885,25.875,25.87,25.927,25.836,25.781,25.792,25.831,25.813,25.769,25.731,25.705,25.702,25.701,25.685,25.746,25.532,25.51,25.472,25.448,25.428
26.44,26.428,26.228,26.194,26.185,26.194,26.204,26.229,26.213,26.231,26.237,26.258,26.269,26.29,26.269,26.217,26.222,26.219,26.199,26.217,26.198,26.207,26.208,26.166,26.152,26.142,26.14,26.094,26.087,26.08,26.072,26.096,26.086,25.958,25.884,25.882,25.892,25.891,25.875,25.881,25.87,25.864,25.921,25.831,25.776,25.787,25.826,25.808,25.762,25.722,25.699,25.697,25.697,25.681,25.742,25.528,25.506,25.469,25.447,25.426
26.441,26.429,26.228,26.195,26.186,26.195,26.205,26.229,26.214,26.232,26.24,26.262,26.268,26.289,26.268,26.217,26.222,26.22,26.2,26.218,26.199,26.208,26.208,26.166,26.152,26.142,26.14,26.094,26.086,26.08,26.072,26.096,26.086,25.958,25.884,25.881,25.891,25.889,25.874,25.88,25.869,25.863,25.919,25.83,25.775,25.786,25.824,25.807,25.761,25.721,25.697,25.696,25.696,25.682,25.742,25.528,25.506,25.468,25.447,25.427
26.454,26.445,26.243,26.209,26.201,26.209,26.218,26.243,26.228,26.245,26.252,26.276,26.281,26.303,26.282,26.233,26.24,26.245,26.225,26.242,26.224,26.233,26.232,26.192,26.176,26.164,26.161,26.115,26.108,26.103,26.095,26.121,26.114,25.987,25.911,25.907,25.916,25.914,25.896,25.902,25.891,25.886,25.941,25.852,25.798,25.809,25.846,25.829,25.782,25.742,25.722,25.722,25.723,25.713,25.778,25.566,25.539,25.502,25.479,25.459
26.398,26.39,26.18,26.146,26.137,26.146,26.156,26.181,26.165,26.182,26.191,26.216,26.216,26.237,26.207,26.165,26.175,26.174,26.168,26.182,26.162,26.171,26.171,26.136,26.119,26.116,26.115,26.071,26.062,26.058,26.049,26.075,26.06,25.929,25.853,25.849,25.858,25.858,25.844,25.851,25.837,25.831,25.888,25.797,25.736,25.747,25.784,25.767,25.727,25.691,25.664,25.661,25.66,25.642,25.693,25.478,25.46,25.426,25.403,25.382
26.404,26.395,26.185,26.15,26.141,26.15,26.159,26.184,26.168,26.185,26.194,26.219,26.221,26.244,26.215,26.171,26.18,26.179,26.172,26.19,26.168,26.176,26.176,26.141,26.126,26.123,26.12,26.077,26.069,26.065,26.056,26.081,26.066,25.936,25.86,25.855,25.862,25.862,25.848,25.855,25.842,25.836,25.892,25.802,25.742,25.753,25.79,25.773,25.733,25.697,25.67,25.67,25.667,25.647,25.7,25.482,25.458,25.425,25.402,25.381
26.383,26.376,26.168,26.133,26.123,26.131,26.141,26.166,26.15,26.167,26.176,26.201,26.206,26.23,26.21,26.16,26.168,26.167,26.161,26.178,26.16,26.168,26.169,26.135,26.121,26.118,26.115,26.074,26.066,26.063,26.054,26.077,26.062,25.932,25.855,25.85,25.858,25.859,25.846,25.852,25.838,25.833,25.89,25.799,25.738,25.749,25.787,25.77,25.73,25.694,25.667,25.665,25.661,25.64,25.692,25.474,25.449,25.417,25.396,25.373
26.375,26.368,26.162,26.128,26.117,26.126,26.135,26.16,26.144,26.162,26.17,26.195,26.199,26.222,26.2,26.151,26.158,26.155,26.15,26.168,26.146,26.158,26.156,26.121,26.107,26.105,26.105,26.067,26.06,26.056,26.048,26.072,26.059,25.928,25.851,25.846,25.854,25.856,25.843,25.849,25.836,25.83,25.888,25.796,25.735,25.746,25.783,25.765,25.725,25.689,25.663,25.661,25.657,25.637,25.69,25.473,25.449,25.416,25.395,25.373
26.376,26.369,26.163,26.129,26.118,26.126,26.136,26.16,26.145,26.162,26.171,26.196,26.2,26.224,26.202,26.151,26.154,26.151,26.147,26.166,26.145,26.156,26.159,26.123,26.108,26.106,26.107,26.069,26.061,26.057,26.048,26.074,26.061,25.932,25.855,25.849,25.857,25.858,25.845,25.852,25.838,25.833,25.89,25.798,25.737,25.748,25.785,25.767,25.726,25.69,25.665,25.663,25.659,25.639,25.694,25.477,25.451,25.419,25.398,25.377
26.441,26.436,26.226,26.191,26.18,26.188,26.198,26.226,26.21,26.228,26.236,26.261,26.267,26.292,26.269,26.22,26.221,26.221,26.217,26.232,26.21,26.225,26.222,26.188,26.17,26.168,26.169,26.131,26.123,26.12,26.111,26.146,26.141,26.014,25.936,25.926,25.931,25.929,25.912,25.92,25.901,25.896,25.952,25.861,25.798,25.808,25.846,25.827,25.786,25.751,25.725,25.724,25.719,25.693,25.746,25.528,25.497,25.465,25.444,25.426
26.33,26.328,26.113,26.077,26.065,26.072,26.082,26.11,26.087,26.105,26.113,26.138,26.143,26.167,26.141,26.093,26.098,26.103,26.094,26.109,26.098,26.111,26.1,26.081,26.06,26.064,26.067,26.025,26.019,26.006,25.994,26.016,26.005,25.868,25.791,25.776,25.784,25.78,25.776,25.783,25.77,25.768,25.824,25.736,25.675,25.683,25.721,25.701,25.663,25.629,25.607,25.605,25.599,25.578,25.632,25.421,25.388,25.355,25.33,25.31
